dqrr_avg_turnaround_time,dqrr_avg_wait_time,dqrr_context_switches,hrrn_avg_turnaround_time,hrrn_avg_wait_time,hrrn_context_switches,no_of_processes
4.0,0.0,0,4.0,0.0,0,1
4.5,0.0,0,6.5,2.0,1,2
5.333333333333333,0.0,0,11.333333333333334,6.0,2,3
6.75,0.0,0,19.75,13.0,4,4
8.2,0.0,0,26.0,17.8,4,5
9.833333333333334,0.0,0,36.833333333333336,27.0,5,6
11.571428571428571,0.0,0,52.57142857142857,41.0,6,7
13.125,0.0,0,74.5,61.375,7,8
14.666666666666666,0.0,0,103.55555555555556,88.88888888888889,8,9
16.0,0.0,0,139.9,123.9,9,10
17.363636363636363,0.0,0,186.54545454545453,169.1818181818182,11,11
18.583333333333332,0.0,0,227.0,208.41666666666666,11,12
19.76923076923077,0.0,0,278.61538461538464,258.84615384615387,12,13
20.857142857142858,0.0,0,337.14285714285717,316.2857142857143,13,14
22.066666666666666,0.0,0,408.06666666666666,386.0,15,15
23.1875,0.0,0,474.875,451.6875,15,16
24.41176470588235,0.0,0,550.9411764705883,526.5294117647059,16,17
25.555555555555557,0.0,0,638.2777777777778,612.7222222222222,17,18
26.68421052631579,0.0,0,745.2105263157895,718.5263157894736,19,19
27.9,0.0,0,842.6,814.7,19,20
29.19047619047619,0.0,0,956.0952380952381,926.9047619047619,20,21
30.545454545454547,0.0,0,1084.3636363636363,1053.8181818181818,21,22
31.82608695652174,0.0,0,1223.9565217391305,1192.1304347826087,22,23
33.125,0.0,0,1384.875,1351.75,23,24
34.36,0.0,0,1564.04,1529.68,24,25
35.61538461538461,0.0,0,1754.3461538461538,1718.7307692307693,25,26
36.925925925925924,0.0,0,1965.8148148148148,1928.888888888889,26,27
38.285714285714285,0.0,0,2195.75,2157.464285714286,27,28
39.58620689655172,0.0,0,2448.4137931034484,2408.8275862068967,28,29
40.833333333333336,0.0,0,2715.266666666667,2674.4333333333334,29,30
42.03225806451613,0.0,0,3005.3870967741937,2963.3548387096776,30,31
43.21875,0.0,0,3319.15625,3275.9375,31,32
44.36363636363637,0.0,0,3648.060606060606,3603.6969696969695,32,33
45.55882352941177,0.0,0,4005.5588235294117,3960.0,34,34
46.8,0.0,0,4354.142857142857,4307.342857142857,34,35
48.02777777777778,0.0,0,4719.861111111111,4671.833333333333,35,36
49.270270270270274,0.0,0,5111.540540540541,5062.27027027027,36,37
50.55263157894737,0.0,0,5546.8421052631575,5496.289473684211,38,38
51.82051282051282,0.0,0,5953.153846153846,5901.333333333333,38,39
53.125,0.0,0,6383.95,6330.825,39,40
54.41463414634146,0.0,0,6854.682926829269,6800.268292682927,40,41
55.73809523809524,0.0,0,7348.476190476191,7292.738095238095,41,42
57.04651162790697,0.0,0,7862.860465116279,7805.813953488372,42,43
58.34090909090909,0.0,0,8413.34090909091,8355.0,44,44
59.666666666666664,0.0,0,8951.977777777778,8892.31111111111,44,45
60.95652173913044,0.0,0,9531.652173913044,9470.695652173914,46,46
62.255319148936174,0.0,0,10092.191489361701,10029.936170212766,46,47
63.541666666666664,0.0,0,10681.6875,10618.145833333334,47,48
64.81632653061224,0.0,0,11310.714285714286,11245.897959183674,49,49
66.1,0.0,0,11925.76,11859.66,49,50
67.37254901960785,0.0,0,12589.392156862745,12522.019607843138,51,51
68.61538461538461,0.0,0,13216.26923076923,13147.653846153846,51,52
69.86792452830188,0.0,0,13884.66037735849,13814.792452830188,52,53
71.0925925925926,0.0,0,14609.666666666666,14538.574074074075,54,54
72.30909090909091,0.0,0,15310.2,15237.89090909091,54,55
73.53571428571429,0.0,0,16042.94642857143,15969.410714285714,55,56
74.73684210526316,0.0,0,16808.947368421053,16734.21052631579,56,57
75.91379310344827,0.0,0,17609.189655172413,17533.275862068964,57,58
77.08474576271186,0.0,0,18472.881355932204,18395.79661016949,59,59
78.28333333333333,0.0,0,19319.266666666666,19240.983333333334,59,60
79.50819672131148,0.0,0,20192.83606557377,20113.32786885246,60,61
80.7258064516129,0.0,0,21106.225806451614,21025.5,61,62
81.93650793650794,0.0,0,22057.571428571428,21975.634920634922,62,63
83.15625,0.0,0,23057.40625,22974.25,63,64
84.35384615384615,0.0,0,24107.753846153846,24023.4,64,65
85.53030303030303,0.0,0,25194.772727272728,25109.242424242424,65,66
86.71641791044776,0.0,0,26326.86567164179,26240.149253731342,66,67
87.91176470588235,0.0,0,27500.117647058825,27412.20588235294,67,68
89.08695652173913,0.0,0,28733.82608695652,28644.739130434784,68,69
90.24285714285715,0.0,0,29990.885714285716,29900.64285714286,69,70
91.4225352112676,0.0,0,31313.11267605634,31221.690140845072,71,71
92.625,0.0,0,32631.0,32538.375,71,72
93.84931506849315,0.0,0,33978.356164383564,33884.50684931507,72,73
95.05405405405405,0.0,0,35376.82432432433,35281.77027027027,73,74
96.26666666666667,0.0,0,36838.066666666666,36741.8,75,75
97.46052631578948,0.0,0,38279.28947368421,38181.82894736842,76,76
98.63636363636364,0.0,0,39696.64935064935,39598.01298701299,77,77
99.82051282051282,0.0,0,41100.294871794875,41000.47435897436,78,78
101.0,0.0,0,42496.26582278481,42395.26582278481,78,79
102.1625,0.0,0,43953.5625,43851.4,80,80
103.32098765432099,0.0,0,45375.666666666664,45272.345679012345,80,81
104.46341463414635,0.0,0,46847.54878048781,46743.08536585366,81,82
105.60240963855422,0.0,0,48408.67469879518,48303.072289156626,84,83
106.75,0.0,0,49879.46428571428,49772.71428571428,83,84
107.88235294117646,0.0,0,51396.22352941176,51288.34117647059,84,85
109.03488372093024,0.0,0,52957.40697674418,52848.37209302326,85,86
110.20689655172414,0.0,0,54568.96551724138,54458.75862068965,86,87
111.39772727272727,0.0,0,56281.568181818184,56170.170454545456,89,88
112.6067415730337,0.0,0,57899.910112359554,57787.30337078652,88,89
113.83333333333333,0.0,0,59563.11111111111,59449.27777777778,90,90
115.07692307692308,0.0,0,61203.74725274725,61088.67032967033,90,91
116.32608695652173,0.0,0,62909.391304347824,62793.065217391304,92,92
117.58064516129032,0.0,0,64587.87096774193,64470.290322580644,92,93
118.85106382978724,0.0,0,66348.39361702128,66229.5425531915,93,94
120.10526315789474,0.0,0,68152.67368421053,68032.56842105264,94,95
121.35416666666667,0.0,0,70002.03125,69880.67708333333,95,96
122.61855670103093,0.0,0,71922.90721649484,71800.28865979382,96,97
123.86734693877551,0.0,0,73916.01020408163,73792.14285714286,97,98
125.11111111111111,0.0,0,75974.40404040404,75849.29292929293,98,99
126.35,0.0,0,78079.29,77952.94,99,100
127.58415841584159,0.0,0,80250.38613861386,80122.80198019803,100,101
128.81372549019608,0.0,0,82488.9705882353,82360.1568627451,101,102
130.02912621359224,0.0,0,84807.50485436893,84677.47572815535,103,103
131.2596153846154,0.0,0,87125.11538461539,86993.85576923077,104,104
132.47619047619048,0.0,0,89411.27619047619,89278.8,104,105
133.67924528301887,0.0,0,91753.96226415095,91620.28301886792,105,106
134.89719626168224,0.0,0,94156.88785046729,94021.99065420561,106,107
136.10185185185185,0.0,0,96644.77777777778,96508.67592592593,108,108
137.29357798165137,0.0,0,99144.28440366972,99006.99082568807,108,109
138.4909090909091,0.0,0,101675.46363636364,101536.97272727273,109,110
139.6936936936937,0.0,0,104284.56756756757,104144.87387387388,111,111
140.88392857142858,0.0,0,106852.69642857143,106711.8125,111,112
142.0796460176991,0.0,0,109541.75221238939,109399.67256637168,113,113
143.2719298245614,0.0,0,112194.66666666667,112051.3947368421,113,114
144.4608695652174,0.0,0,114890.66086956521,114746.2,114,115
145.6551724137931,0.0,0,117654.61206896552,117508.95689655172,115,116
146.86324786324786,0.0,0,120517.44444444444,120370.5811965812,116,117
148.08474576271186,0.0,0,123459.55084745762,123311.46610169491,118,118
149.31932773109244,0.0,0,126359.53781512605,126210.21848739496,118,119
150.55,0.0,0,129336.23333333334,129185.68333333333,119,120
151.76859504132233,0.0,0,132428.8347107438,132277.06611570247,121,121
152.98360655737704,0.0,0,135471.4180327869,135318.4344262295,121,122
154.1869918699187,0.0,0,138583.55284552847,138429.36585365853,122,123
155.3951612903226,0.0,0,141818.81451612903,141663.4193548387,123,124
156.616,0.0,0,145105.312,144948.696,124,125
157.82539682539684,0.0,0,148483.72222222222,148325.89682539683,126,126
159.04724409448818,0.0,0,151819.48818897636,151660.44094488188,126,127
160.2734375,0.0,0,155285.5078125,155125.234375,129,128
161.50387596899225,0.0,0,158595.51162790696,158434.00775193798,128,129
162.73076923076923,0.0,0,161980.1076923077,161817.37692307692,130,130
163.96946564885496,0.0,0,165323.81679389314,165159.84732824427,130,131
165.21212121212122,0.0,0,168808.88636363635,168643.67424242425,132,132
166.45112781954887,0.0,0,172225.57894736843,172059.12781954888,132,133
167.70149253731344,0.0,0,175722.90298507462,175555.2014925373,133,134
168.94074074074075,0.0,0,179330.1851851852,179161.24444444446,134,135
170.1764705882353,0.0,0,183016.0588235294,182845.88235294117,135,136
171.4087591240876,0.0,0,186760.07299270073,186588.66423357665,136,137
172.63768115942028,0.0,0,190612.71739130435,190440.07971014493,137,138
173.8705035971223,0.0,0,194561.39568345324,194387.5251798561,138,139
175.1,0.0,0,198598.77142857143,198423.67142857143,139,140
176.31914893617022,0.0,0,202706.90070921986,202530.5815602837,140,141
177.53521126760563,0.0,0,206909.7323943662,206732.1971830986,142,142
178.76223776223776,0.0,0,211096.47552447554,210917.7132867133,142,143
179.97916666666666,0.0,0,215358.68055555556,215178.70138888888,143,144
181.20689655172413,0.0,0,219702.67586206898,219521.46896551724,144,145
182.43835616438355,0.0,0,224173.0890410959,223990.65068493152,145,146
183.68027210884352,0.0,0,228718.0136054422,228534.33333333334,146,147
184.92567567567568,0.0,0,233353.1554054054,233168.22972972973,147,148
186.18120805369128,0.0,0,238086.30872483223,237900.12751677854,149,149
187.42666666666668,0.0,0,242805.48666666666,242618.06,150,150
188.66225165562915,0.0,0,247509.99337748345,247321.33112582783,150,151
189.88815789473685,0.0,0,252315.92763157896,252126.0394736842,152,152
191.12418300653596,0.0,0,257092.82352941178,256901.69934640522,152,153
192.36363636363637,0.0,0,262001.03896103895,261808.67532467534,153,154
193.60645161290321,0.0,0,267001.5483870968,266807.9419354839,155,155
194.84615384615384,0.0,0,271949.17307692306,271754.32692307694,155,156
196.0828025477707,0.0,0,277052.2611464968,276856.178343949,157,157
197.32911392405063,0.0,0,282127.5,281930.17088607594,159,158
198.58490566037736,0.0,0,287007.5471698113,286808.96226415096,158,159
199.83125,0.0,0,292001.69375,291801.8625,160,160
201.08074534161491,0.0,0,296937.0062111801,296735.9254658385,160,161
202.320987654321,0.0,0,302044.10493827163,301841.7839506173,163,162
203.55828220858896,0.0,0,306977.6564417178,306774.0981595092,163,163
204.7987804878049,0.0,0,311824.2804878049,311619.48170731706,163,164
206.04848484848486,0.0,0,316828.41818181815,316622.3696969697,164,165
207.289156626506,0.0,0,321907.078313253,321699.7891566265,165,166
208.53892215568862,0.0,0,327098.92215568863,326890.38323353295,166,167
209.7797619047619,0.0,0,332404.4404761905,332194.66071428574,168,168
211.01183431952663,0.0,0,337686.53846153844,337475.52662721893,168,169
212.25294117647059,0.0,0,343113.7294117647,342901.47647058824,170,170
213.49122807017545,0.0,0,348470.7192982456,348257.22807017545,170,171
214.72093023255815,0.0,0,353939.79069767444,353725.06976744183,172,172
215.95953757225433,0.0,0,359397.26011560694,359181.30057803466,172,173
217.20114942528735,0.0,0,364965.5517241379,364748.3505747126,173,174
218.44571428571427,0.0,0,370609.9885714286,370391.54285714286,174,175
219.6818181818182,0.0,0,376397.94886363635,376178.26704545453,175,176
220.92090395480227,0.0,0,382301.8418079096,382080.92090395483,176,177
222.15168539325842,0.0,0,388274.76404494385,388052.61235955055,177,178
223.37430167597765,0.0,0,394370.0,394146.625698324,178,179
224.59444444444443,0.0,0,400630.2888888889,400405.69444444444,180,180
225.8121546961326,0.0,0,406825.2541436464,406599.4419889503,180,181
227.03296703296704,0.0,0,413112.73076923075,412885.6978021978,181,182
228.2622950819672,0.0,0,419525.41530054645,419297.15300546447,182,183
229.4945652173913,0.0,0,426068.91847826086,425839.42391304346,183,184
230.72432432432433,0.0,0,432678.13513513515,432447.4108108108,184,185
231.96236559139786,0.0,0,439458.9784946237,439227.01612903224,185,186
233.20855614973263,0.0,0,446397.0534759358,446163.8449197861,187,187
234.45744680851064,0.0,0,453269.22872340423,453034.77127659577,187,188
235.7037037037037,0.0,0,460311.32275132276,460075.61904761905,189,189
236.94210526315788,0.0,0,467241.5,467004.5578947368,189,190
238.17801047120417,0.0,0,474321.1884816754,474083.0104712042,190,191
239.40625,0.0,0,481561.8333333333,481322.4270833333,192,192
240.6424870466321,0.0,0,488727.51813471504,488486.8756476684,192,193
241.88144329896906,0.0,0,496004.5412371134,495762.6597938144,193,194
243.12820512820514,0.0,0,503423.23076923075,503180.10256410256,194,195
244.37244897959184,0.0,0,510958.14285714284,510713.77040816325,195,196
245.60913705583755,0.0,0,518618.7461928934,518373.13705583755,196,197
246.84848484848484,0.0,0,526404.8636363636,526158.0151515151,197,198
248.0854271356784,0.0,0,534323.2713567839,534075.1859296482,198,199
249.325,0.0,0,542379.64,542130.315,199,200
